"Ціна, грн",Кімнати,Площа,Район,Адреса,Координати,Відстань,Рейтинг
35000,3,135,Печерський,"Лабораторний пров., 6","(50.42607001048796, 30.524920025153506)",678,3
16000,2,75,Солом'янський,"вул. Гарматна, 38а","(50.44286001028627, 30.429820041372352)",1711,2
6500,1,36,Святошинський,"вул. Жолудєва, 5а","(50.4189099792479, 30.399200027063102)",4357,1
10000,2,50,Оболонський,"вул. Малиновського, 1","(50.50641000760086, 30.49035003897285)",782,2
10000,1,45,Оболонський,"просп. Героїв Сталінграда, 64/56","(50.52786001028858, 30.516929975951513)",1418,2
9500,1,38,Печерський,"бульв. Українки, 11а","(50.431035890104376, 30.535085085029564)",453,3
9000,1,20,Голосіївський,"просп. Голосіївський, 120","(50.384318283588726, 30.484711593677865)",595,3
13000,2,78,Дарницький,"вул. Бориса Гмирі, 1б/6","(50.39535000007382, 30.630209972444078)",439,2
14000,1,44,Подільський,"вул. Оболонська, 35","(50.47278998441658, 30.510090007684227)",436,2
16000,1,30,Шевченківський,"просп. Перемоги, 5в","(50.44759414923041, 30.48691000425261)",662,3
17000,2,78,Солом'янський,"вул. Максима Кривоноса, 17","(50.42462999952241, 30.471350024673796)",2260,2
3000,3,68,Святошинський,"просп. Корольова, 12","(50.414450010477765, 30.405119997637854)",4913,1
9000,1,21,Оболонський,"вул. Героїв Дніпра, 3","(50.51905000140846, 30.48748996597132)",891,2
10000,1,32,Шевченківський,"просп. Перемоги, 15","(50.4493100105083, 30.475599984859855)",655,3
9000,1,21,Солом'янський,"вул. Васильченка, 12","(50.42617998105763, 30.445030010512568)",3136,2
10000,2,55,Голосіївський,"вул. Бурмистенка, 3","(50.39075998607592, 30.497829965547567)",690,3
13000,3,56,Оболонський,"вул. Йорданська, 18","(50.49799000867549, 30.507239992966532)",686,2
12000,3,67,Подільський,"просп. Свободи, 46","(50.51698000660025, 30.424770028528172)",4490,2
2000,1,60,Подільський,"вул. Новомостицька, 8","(50.499899992952066, 30.43721003012601)",2621,2
9000,1,43,Подільський,"вул. Данченка, 34","(50.4961869473755, 30.432034866758478)",2164,2
12000,1,38,Оболонський,"вул. Північна, 18","(50.52564999578783, 30.504930024270408)",547,2
9000,2,55,Дніпровський,"вул. Райдужна, 59","(50.47695000678158, 30.592410019874762)",2736,1
8000,2,44,Подільський,"вул. Івана Їжакевича, 16","(50.51478000847379, 30.43653000632139)",4253,2
6000,1,29,Подільський,"просп. Правди, 68б","(50.50641998206564, 30.428220019875198)",3302,2
10000,1,48,Дарницький,"вул. Ахматової, 35а","(50.40608998406961, 30.624109958589116)",1073,2
5500,1,29,Дніпровський,"просп. Павла Тичини, 9а","(50.4293200096252, 30.602350035031492)",2469,1
23000,3,122,Голосіївський,"просп. Голосіївський, 68","(50.39905999805734, 30.510749998740266)",165,3
40565,2,77,Печерський,"вул. Лютеранська, 8","(50.44527999146155, 30.522829997596716)",263,3
20000,1,40,Печерський,"вул. Шовковична, 21","(50.44263001086313, 30.53100998072466)",613,3
10000,1,45,Голосіївський,"вул. Василя Касіяна, 2б","(50.378590007488896, 30.45547998065851)",1049,3
8500,2,57,Святошинський,"Кільцева дор., 5","(50.38322000316495, 30.44165000805708)",1992,1
16500,2,44,Солом'янський,"вул. Новгородська, 4","(50.42653998379899, 30.44743000084881)",3020,2
15000,2,73,Деснянський,"вул. Радистів, 34","(50.4786107496601, 30.669296692025476)",2385,1
7000,1,40,Дарницький,"вул. Ващенка, 7","(50.38725000000005, 30.624140000000068)",1111,2
10000,1,37,Дарницький,"вул. Ахматової, 16г","(50.41225001235131, 30.631700023371593)",1522,2
6000,1,38,Дніпровський,"Русанівська наб., 20","(50.4441299943459, 30.592029984384794)",881,1
8900,2,60,Деснянський,"вул. Курчатова, 8б","(50.47518000028802, 30.62603000114953)",1724,1
7000,1,35,Шевченківський,"вул. Безручка, 29а","(50.46301999616577, 30.413299980765828)",641,3
13500,3,76,Дніпровський,"вул. Азербайджанська, 16/4","(50.44053000884156, 30.642080004625996)",2311,1
25000,2,84,Голосіївський,"вул. Голосіївська, 13б","(50.39891000390003, 30.521819978264062)",717,3
11000,3,77,Подільський,"просп. Правди, 8а","(50.50677001034225, 30.442159963046265)",3444,2
10000,1,21,Шевченківський,"Артилерійський пров., 1а","(50.45988998397249, 30.421070005009454)",216,3
5000,1,28,Дніпровський,"вул. Воскресенська, 11а","(50.47022000908396, 30.599990026373405)",1815,1
21000,4,96,Голосіївський,"вул. Антоновича, 4/6","(50.43918001951613, 30.51328996685953)",265,3
9000,2,50,Шевченківський,"вул. Дегтярівська, 30в","(50.463499985851115, 30.470509990337547)",764,3
11500,1,41,Шевченківський,"вул. Саксаганського, 102б","(50.442722297372136, 30.49816433006812)",590,3
2500,1,54,Святошинський,"просп. Курбаса, 14","(50.42789998949874, 30.376350036997508)",3209,1
9000,1,30,Подільський,"вул. Межова, 21","(50.510599918499885, 30.434431261477744)",3776,2
6000,1,36,Оболонський,"просп. Героїв Сталінграда, 39а","(50.51517999289334, 30.5053399831547)",663,2
18000,2,60,Дарницький,"вул. Здолбунівська, 13","(50.41803000514304, 30.625649965659562)",2233,2
7000,1,46,Дарницький,"вул. Урлівська, 23в","(50.40967999510917, 30.612590038502873)",1581,2
27000,3,76,Печерський,"вул. Підвисоцького, 16","(50.41538999900939, 30.551499962132198)",597,3
29000,2,90,Голосіївський,"вул. Антоновича, 74","(50.426680003491555, 30.51383001288113)",610,3
20000,3,106,Дніпровський,"вул. Окіпної, 10б","(50.44859000502555, 30.589499990730303)",632,1
16000,2,59,Печерський,"вул. Леоніда Первомайського, 4","(50.43559000847657, 30.531859989525685)",169,3
17500,3,60,Шевченківський,"вул. Багговутівська, 1в","(50.47231767848675, 30.471261140655933)",1302,3
48678,2,74,Печерський,"вул. Коновальця, 34а","(50.4276691956026, 30.533201778007115)",386,3
9000,1,59,Дарницький,"вул. Пчілки, 2","(50.41565000000003, 30.62644000000006)",1963,2
25000,3,115,Святошинський,"просп. Перемоги, 131а","(50.45491145920346, 30.351774203014973)",941,1
9000,2,47,Шевченківський,"вул. Ольжича, 17а","(50.47778999920831, 30.4450799666555)",569,3
8900,2,43,Деснянський,"вул. Мілютенка, 30/12","(50.47608000714149, 30.62878001976236)",1742,1
18000,2,67,Голосіївський,"вул. Саксаганського, 91","(50.439339988138215, 30.501199993538307)",669,3
13000,1,50,Дарницький,"вул. Центральна, 21а","(50.55215007906215, 30.469484852100127)",3837,2
6499,1,25,Шевченківський,"вул. Сікорського, 6","(50.46480001903362, 30.429330035312717)",1017,3
36000,2,60,Печерський,"вул. Тютюнника, 28а","(50.42477001921495, 30.522869979274873)",491,3
11000,1,35,Дарницький,"вул. Центральна, 19","(50.55226999826368, 30.46958001818024)",3845,2
9000,2,85,Дарницький,"вул. Дяченка, 20б","(50.380670018671395, 30.70601003743056)",3014,2
14000,1,50,Шевченківський,"вул. Івана Франка, 27/31","(50.4466103510677, 30.50863500377477)",298,3
10000,2,35,Голосіївський,"вул. Микільсько-Ботанічна, 15/17а","(50.43881000040042, 30.50473003206062)",641,3
28396,2,73,Дарницький,"вул. Драгоманова, 2б","(50.417720000454096, 30.632460010532498)",2126,2
12000,2,55,Голосіївський,"просп. Науки, 18","(50.40114000923984, 30.52725002659821)",796,3
10000,2,48,Солом'янський,"вул. Солом'янська, 16","(50.423720018204165, 30.47877002064081)",2120,2
45000,2,70,Оболонський,"просп. Героїв Сталінграда, 2д","(50.48955999337582, 30.52956996975911)",2507,2
8000,2,55,Оболонський,"вул. Героїв Дніпра, 32","(50.52200001223105, 30.5024300378293)",304,2
10500,3,72,Дарницький,"Харківське ш., 174","(50.41151001602947, 30.664829998586725)",868,2
40000,3,120,Шевченківський,"вул. Малопідвальна, 7/1","(50.45039236262835, 30.519335465269663)",334,3
10000,2,50,Дарницький,"вул. Ревуцького, 29","(50.40844001826292, 30.649200012278357)",852,2
30000,2,83,Печерський,"вул. Драгомирова, 2а","(50.41361001805106, 30.54439998722839)",472,3
6000,1,30,Оболонський,"вул. Йорданська, 8","(50.494280010691966, 30.507899984022544)",984,2
15000,2,92,Оболонський,"вул. Тимошенка, 2/4","(50.50575001654482, 30.487200035940475)",978,2
40565,1,65,Печерський,"вул. Болсуновська, 2","(50.421119993748675, 30.55266001753168)",713,3
14000,2,70,Голосіївський,"вул. Ломоносова, 36а","(50.39021998196384, 30.47667999308402)",834,3
14000,2,67,Дарницький,"вул. Софії Русової, 7г","(50.38737000915566, 30.626350022212762)",1195,2
16000,1,45,Шевченківський,"вул. Златоустівська, 47-49","(50.45279998353348, 30.486220023821204)",1132,3
6000,2,45,Деснянський,"вул. Братиславська, 8","(50.46523001066652, 30.62891999754538)",598,1
8500,1,48,Подільський,"вул. Данченка, 5","(50.496019617991635, 30.43101334544409)",2143,2
7000,2,50,Оболонський,"вул. Автозаводська, 61","(50.51230718010467, 30.456097210436592)",2978,2
11000,2,68,Дарницький,"вул. Вишняківська, 7а","(50.39374000411189, 30.647780034061412)",908,2
8500,1,53,Дніпровський,"вул. Алма-Атинська, 37б","(50.442990013604515, 30.664509977523466)",2741,1
5700,1,36,Святошинський,"вул. Булаховського, 40","(50.467449999632066, 30.332479993967553)",1652,1
12000,1,35,Оболонський,"вул. Богатирська, 6а","(50.5193600060974, 30.48464003507263)",1058,2
10000,4,150,Дарницький,"вул. Поліська, 3","(50.41990000774149, 30.685249991102722)",1394,2
9000,2,46,Деснянський,"вул. Мілютенка, 17а","(50.47467000338932, 30.627609989898104)",1651,1
9000,1,36,Святошинський,"просп. Перемоги, 104","(50.457650004167874, 30.385199985646267)",479,1
9000,1,50,Оболонський,"вул. Кондратюка, 5","(50.52610999463411, 30.459860027981847)",2756,2
12000,2,80,Подільський,"вул. Данченка, 32","(50.4961869473755, 30.432034866758478)",2164,2
7000,1,36,Дарницький,"просп. Григоренка, 39","(50.39387000743014, 30.638059960044018)",613,2
40565,2,55,Печерський,"вул. Маккейна, 1","(50.41386160750834, 30.52656955425985)",107,3
7500,1,33,Деснянський,"вул. Кубанської України, 30","(50.43137416781373, 30.477814759406865)",1380,1
10000,1,37,Дарницький,"вул. Софії Русової, 7г","(50.38737000915566, 30.626350022212762)",1195,2
11000,2,72,Дарницький,"просп. Григоренка, 28а","(50.40503998305883, 30.62803000706623)",819,2
8000,1,18,Солом'янський,"вул. Гонгадзе, 41","(50.45000961197567, 30.420103035263796)",949,2
3000,1,25,Подільський,"вул. Червонопільська, 2","(50.510710007748884, 30.443209964057075)",3887,2
12000,2,44,Печерський,"бульв. Українки, 28","(50.42548998278821, 30.540849999776498)",287,3
10000,1,40,Дарницький,"вул. Бориса Гмирі, 18","(50.39100000187335, 30.631089988458484)",867,2
30000,1,56,Печерський,"вул. Предславинська, 53","(50.41640001834202, 30.526449973940117)",360,3
10000,1,59,Оболонський,"Балтійський пров., 3","(50.49612700375981, 30.465009701543778)",2448,2
13000,2,45,Шевченківський,"вул. Борщагівська, 10а","(50.44821998590987, 30.470760022509268)",406,3
12000,1,28,Солом'янський,"вул. Березова, 46","(50.39831748492844, 30.463502639376376)",1908,2
8500,1,36,Дарницький,"вул. Харченка, 29","(50.35088999678888, 30.42454002910506)",2855,2
14000,2,72,Дніпровський,"вул. Воскресенська, 16а","(50.46956001802792, 30.603059982230462)",1644,1
7999,1,49,Подільський,"просп. Правди, 31а","(50.50308000000007, 30.436690000000056)",2963,2
20000,2,65,Дарницький,"вул. Кам’янська, 130","(50.40478999279662, 30.67023003970749)",292,2
6500,1,32,Солом'янський,"вул. Метробудівська, 3","(50.443409988863124, 30.41159996316378)",1758,2
18000,2,65,Подільський,"просп. Правди, 41є","(50.50534154506028, 30.447001844396027)",3395,2
16000,1,52,Шевченківський,"вул. Дегтярівська, 25к1","(50.46244998484033, 30.45641003663485)",1173,3
15000,2,50,Печерський,"вул. Цитадельна, 6/8","(50.43265356318338, 30.547243107841837)",826,3
10000,2,56,Подільський,"просп. Правди, 62б","(50.50452998862812, 30.433310014397506)",3096,2
8999,2,60,Дарницький,"Харківське ш., 168а","(50.41358998530245, 30.659530037389857)",1197,2
24339,2,70,Голосіївський,"вул. Метрологічна, 11в","(50.35141998452667, 30.480440031029502)",2539,3
