"Ціна, грн",Кімнати,Площа,Район,Адреса,Координати,Відстань,Рейтинг
6000,2,45,Дніпровський,"вул. Алма-Атинська, 70","(50.45318999348822, 30.685170027746437)",3127,1
5500,1,29,Подільський,"вул. Петропавлівська, 14","(50.4842799811085, 30.464750030294397)",1672,2
12000,1,35,Подільський,"вул. Олексія Терьохіна, 14б","(50.486839981976345, 30.480099977217662)",2046,2
32452,1,25,Голосіївський,"вул. Велика Васильківська, 26","(50.438840007613805, 30.515700015479553)",112,3
40565,2,71,Шевченківський,"вул. Сікорського, 1","(50.46249000842798, 30.4325500272366)",1064,3
15500,3,76,Дарницький,"вул. Срібнокільська, 14","(50.399099979735496, 30.62291000533054)",654,2
8000,1,44,Голосіївський,"вул. Микільсько-Ботанічна, 31","(50.44061998857214, 30.5027499750735)",491,3
15000,1,55,Оболонський,"просп. Героїв Сталінграда, 4","(50.492780473149914, 30.52215126446005)",1893,2
15500,1,42,Печерський,"вул. Руставелі, 1","(50.43969001641483, 30.52207001043581)",181,3
12500,2,70,Дніпровський,"вул. Ентузіастів, 9","(50.43680002001898, 30.60204996289781)",1646,1
30424,2,68,Печерський,"вул. Гусовського, 12/7","(50.43324001619277, 30.540329986503508)",633,3
6500,1,34,Дарницький,"вул. Вербицького, 10","(50.4103500025395, 30.65143999208297)",1026,2
12000,1,55,Солом'янський,"просп. Лобановського, 6в","(50.421360009546106, 30.464539979800833)",2835,2
32452,1,53,Печерський,"вул. Маккейна, 7","(50.41573001091169, 30.530719966874784)",468,3
11000,3,105,Дарницький,"вул. Княжий Затон, 2/30","(50.403860020639314, 30.630109976339213)",635,2
12000,1,39,Голосіївський,"вул. Красилівська, 4а","(50.394499991272795, 30.505720018644695)",473,3
14000,3,64,Шевченківський,"вул. Олени Теліги, 21","(50.47460001449781, 30.447529996953676)",174,3
19000,2,70,Шевченківський,"вул. Софіївська, 2","(50.451358563965165, 30.521586917423893)",210,3
12000,1,30,Подільський,"вул. Введенська, 7/9","(50.4692299805904, 30.507130022396865)",558,2
8000,2,60,Голосіївський,"вул. Метрологічна, 6","(50.35223001164954, 30.47579997706964)",2248,3
15000,3,94,Дарницький,"вул. Урлівська, 4","(50.40314001515654, 30.62393997359274)",855,2
8975,1,40,Подільський,"вул. Межова, 23б","(50.50920998235662, 30.433099963903942)",3615,2
16000,3,88,Святошинський,"вул. Миколи Ушакова, 1д","(50.45988998397249, 30.33759002123847)",1485,1
6000,4,67,Дніпровський,"вул. Тампере, 1/22","(50.44014642453397, 30.615341456142062)",1780,1
37000,3,126,Святошинський,"бульв. Кольцова, 14д","(50.423469986032444, 30.380230019977432)",3758,1
7000,1,34,Дарницький,"вул. Бориспільська, 26з","(50.42497998588951, 30.683760023994267)",1929,2
16000,3,70,Шевченківський,"вул. Дегтярівська, 30в","(50.463499985851115, 30.470509990337547)",764,3
13500,3,107,Дарницький,"вул. Ахматової, 31","(50.407479996982715, 30.627430030436926)",1081,2
5700,1,25,Шевченківський,"вул. Олени Теліги, 41","(50.48082001529673, 30.454440037931533)",934,3
10000,2,46,Солом'янський,"вул. Гарматна, 57","(50.43723001165188, 30.435180016995957)",2072,2
6500,1,34,Деснянський,"вул. Братиславська, 14","(50.46656998361766, 30.627219979943334)",772,1
8000,3,78,Дарницький,"вул. Поліська, 16","(50.42024999410856, 30.686439969896554)",1379,2
14000,2,55,Святошинський,"вул. Кулібіна, 6","(50.45566998909027, 30.39928996488419)",543,1
30000,2,80,Печерський,"вул. Старонаводницька, 6б","(50.42797999476454, 30.546469982036598)",557,3
19000,2,81,Дарницький,"вул. Драгоманова, 40ж","(50.40659000650356, 30.638530017174105)",951,2
7000,2,56,Деснянський,"вул. Шолом-Алейхема, 7/20","(50.473049991053074, 30.631129970136612)",1379,1
22000,1,51,Голосіївський,"вул. Максимовича, 26","(50.392740001153555, 30.47294996235192)",1092,3
23000,3,76,Шевченківський,"бульв. Шевченка, 58","(50.446529984682115, 30.496049984589234)",740,3
8000,1,36,Подільський,"просп. Правди, 78","(50.50642999843993, 30.423750034730773)",3332,2
7500,2,44,Шевченківський,"вул. Парково-Сирецька, 6","(50.46403001549842, 30.437199971842205)",1176,3
44622,1,52,Печерський,"вул. Маккейна, 1б","(50.41427134476537, 30.52868030450312)",259,3
20000,2,47,Дарницький,"вул. Зарічна, 1в","(50.395749984493364, 30.60071003185618)",309,2
15000,1,45,Солом'янський,"вул. Практична, 3","(50.39495999011908, 30.469889980959664)",1354,2
8900,2,45,Подільський,"вул. Бакинська, 37","(50.48305002063654, 30.453309989745406)",1138,2
11500,1,28,Солом'янський,"вул. Польова, 73","(50.43648590050609, 30.446101462510313)",2031,2
30424,2,87,Печерський,"вул. Старонаводницька, 6б","(50.42797999476454, 30.546469982036598)",557,3
19500,3,78,Солом'янський,"вул. Липківського, 37б","(50.43223314469054, 30.47525599932707)",1416,2
32452,1,55,Шевченківський,"вул. Софіївська, 14","(50.45211302746511, 30.518634098420087)",436,3
7500,2,52,Подільський,"вул. Захарівська, 14","(50.48622001450798, 30.46669002178436)",1924,2
9000,2,45,Дарницький,"вул. Драгоманова, 2б","(50.417720000454096, 30.632460010532498)",2126,2
8500,1,60,Голосіївський,"просп. Науки, 69","(50.37601999024676, 30.540910014203234)",3243,3
12000,1,47,Оболонський,"вул. Кондратюка, 3","(50.52591887018729, 30.457805738043767)",2899,2
7000,2,56,Шевченківський,"вул. Печенізька, 1/7","(50.46935000944387, 30.48928997967826)",960,3
28396,2,80,Печерський,"Лабораторний пров., 7","(50.42737000176095, 30.525710019527793)",833,3
36509,3,110,Печерський,"Лабораторний пров., 6","(50.42607001048796, 30.524920025153506)",678,3
10000,2,63,Дарницький,"просп. Григоренка, 16","(50.41153000686856, 30.62500003288733)",1563,2
14000,3,76,Оболонський,"вул. Тимошенка, 33/35","(50.51343999361313, 30.505539975364485)",575,2
30000,2,80,Голосіївський,"вул. Володимирська, 83","(50.43657999506061, 30.5099399716174)",592,3
8000,1,42,Дніпровський,"Харківське ш., 2б","(50.42455308785159, 30.64386005006596)",2680,1
15000,2,42,Дарницький,"вул. Зарічна, 4","(50.39764647675419, 30.603412780818413)",397,2
14990,2,55,Голосіївський,"вул. Володимирська, 82а","(50.43537999989249, 30.50878000003695)",656,3
10000,1,34,Оболонський,"вул. Сім’ї Кульженків, 37","(50.52149142642106, 30.468851895284114)",2104,2
6500,1,32,Дніпровський,"вул. Поправки, 7","(50.453949980649156, 30.629500025245136)",668,1
18000,2,54,Печерський,"вул. Хрещатик, 13","(50.44889480336948, 30.522865099555787)",143,3
9000,1,35,Солом'янський,"вул. Нововокзальна, 19","(50.428010001977924, 30.501929973485858)",1109,2
24339,1,55,Печерський,"вул. Драгомирова, 12","(50.41284998898061, 30.54567998766231)",568,3
10999,1,46,Дарницький,"вул. Ахматової, 31","(50.407479996982715, 30.627430030436926)",1081,2
36509,2,60,Печерський,"вул. Драгомирова, 16","(50.410799985011494, 30.545570017092672)",791,3
16000,2,84,Дарницький,"вул. Срібнокільська, 3в","(50.400509983487666, 30.630529993507338)",307,2
18255,3,100,Оболонський,"просп. Оболонський, 22","(50.50981000089544, 30.5034600060915)",423,2
6900,1,35,Дніпровський,"вул. Андрія Малишка, 3","(50.45784999637763, 30.612000036338344)",197,1
9990,2,60,Дарницький,"вул. Степана Олійника, 11","(50.408150004413045, 30.643920000011065)",1010,2
9500,2,51,Дарницький,"вул. Вербицького, 19","(50.408299998570385, 30.667060003926537)",505,2
6000,1,34,Святошинський,"просп. Курбаса, 13а","(50.42546001748437, 30.373779977845857)",3434,1
48678,2,66,Шевченківський,"вул. Салютна, 2е","(50.470976217745516, 30.40344128870338)",1356,3
6000,2,46,Оболонський,"вул. Автозаводська, 11","(50.50245001935514, 30.459240018603964)",2804,2
9000,1,34,Солом'янський,"вул. Солом'янська, 41/2","(50.42175001950085, 30.491840006081304)",2068,2
7000,2,46,Деснянський,"вул. Волкова, 20а","(50.49387092031897, 30.434574937913396)",1928,1
24299,2,60,Дарницький,"Дніпровська наб., 14а","(50.40230999719458, 30.614010016719817)",755,2
10500,2,65,Дніпровський,"вул. Рогозівська, 1а","(50.4505400128898, 30.675650029757833)",2672,1
10000,1,25,Шевченківський,"вул. Довнар-Запольського, 9","(50.462920000060876, 30.473550022800254)",542,3
8000,1,35,Дарницький,"вул. Бориспільська, 12","(50.42745998149155, 30.67015996699695)",2648,2
8000,1,30,Шевченківський,"вул. Сальського, 31","(50.4789299799497, 30.432599983379532)",295,3
6000,1,21,Святошинський,"вул. Доброхотова, 26","(50.46249998289278, 30.359380035828508)",521,1
48678,3,105,Печерський,"вул. Саперне Поле, 3","(50.4193700200037, 30.53068995966143)",709,3
12000,3,68,Оболонський,"вул. Йорданська, 18","(50.49799000867549, 30.507239992966532)",686,2
25000,4,165,Голосіївський,"просп. Голосіївський, 30б","(50.405839993807405, 30.515939989367467)",167,3
36509,3,110,Шевченківський,"вул. Невська, 4г","(50.37260176081987, 30.68044853935702)",3550,3
7000,1,45,Дніпровський,"вул. Тороповського, 45","(50.44826000949752, 30.61272004182112)",905,1
13500,1,45,Святошинський,"вул. Обухівська, 137а","(50.46497000403002, 30.3264000128612)",2089,1
11000,2,48,Оболонський,"вул. Йорданська, 18а","(50.49799998314026, 30.50983000104773)",853,2
8000,1,40,Дарницький,"Харківське ш., 56","(50.42408002094555, 30.64415997389898)",2624,2
6500,1,22,Оболонський,"просп. Оболонський, 14ж","(50.5056799857438, 30.504349996570653)",665,2
11000,1,30,Солом'янський,"вул. Вадима Гетьмана, 26б","(50.44547000920656, 30.441640033592307)",1060,2
13500,2,52,Оболонський,"вул. Малиновського, 27/23","(50.50478002079984, 30.50638998416551)",695,2
15000,3,51,Голосіївський,"вул. Велика Васильківська, 116","(50.42059998047566, 30.52045004000908)",31,3
12000,2,46,Солом'янський,"бульв. Чоколівський, 22","(50.430830009482264, 30.456280033316602)",2336,2
18500,2,58,Печерський,"бульв. Українки, 29","(50.42054000795844, 30.54742996140729)",384,3
10000,2,48,Дніпровський,"вул. Флоренції, 10а","(50.4470699887942, 30.59707002276417)",469,1
6000,1,29,Дніпровський,"вул. Двінська, 1а","(50.435374290517366, 30.642765347935974)",2869,1
10000,1,50,Святошинський,"пл. Святошинська, 1","(50.45806997942648, 30.362630034965747)",300,1
15000,2,43,Подільський,"вул. Тираспольська, 54","(50.482645836127695, 30.43115865769585)",658,2
12500,1,37,Солом'янський,"вул. Липківського, 23","(50.433060014822075, 30.484180036226377)",1012,2
10000,2,42,Солом'янський,"бульв. Чоколівський, 40","(50.43812000213103, 30.45294998700402)",1709,2
28000,2,74,Дніпровський,"вул. Сверстюка, 6","(50.44594562539568, 30.607386044868896)",928,1
10000,2,80,Дарницький,"Харківське ш., 152","(50.41850909685557, 30.65607704674672)",1797,2
15000,2,58,Солом'янський,"вул. Кудряшова, 16","(50.43071999700308, 30.48603000607622)",1237,2
8500,1,52,Дарницький,"Харківське ш., 150/15","(50.419140020580556, 30.65396998573746)",1925,2
12000,1,50,Дніпровський,"вул. Хоткевича, 8","(50.456940015059416, 30.631440016735098)",340,1
10000,1,39,Дарницький,"вул. Софії Русової, 7","(50.38737000915566, 30.626350022212762)",1195,2
10000,1,45,Дніпровський,"вул. Челябінська, 11","(50.46095000135756, 30.59386000530509)",1102,1
22000,2,43,Дарницький,"вул. Зарічна, 2к3","(50.39758741545094, 30.60339224711459)",391,2
9000,1,52,Голосіївський,"Моторний пров., 9","(50.376349985774766, 30.54015002704233)",3179,3
9500,2,50,Святошинський,"просп. Курбаса, 18а","(50.427190000390254, 30.3716900341081)",3220,1
24339,2,80,Шевченківський,"вул. Володимирська, 48","(50.44744998237465, 30.513360039570074)",77,3
5000,1,35,Подільський,"вул. Світлицького, 26а","(50.51496998430926, 30.430130004151778)",4250,2
20000,3,70,Святошинський,"вул. Львівська, 1","(50.45479998945015, 30.38543995953418)",570,1
15500,2,50,Голосіївський,"вул. Деміївська, 16","(50.40365001205524, 30.511089968733074)",478,3
12000,2,78,Голосіївський,"просп. Науки, 60а","(50.38072001672384, 30.532979979427978)",2477,3
9000,2,45,Оболонський,"просп. Оболонський, 16е","(50.50874000904557, 30.502110016766068)",415,2
11500,1,51,Оболонський,"вул. Сім’ї Кульженків, 31а","(50.52133000480072, 30.468189963357617)",2152,2
8000,2,56,Подільський,"просп. Правди, 31","(50.50308000000007, 30.436690000000056)",2963,2
48678,3,105,Печерський,"вул. Драгомирова, 2а","(50.41361001805106, 30.54439998722839)",472,3
30000,4,175,Печерський,"вул. Ґедройця, 2","(50.420390013801125, 30.525469961820846)",326,3
48678,3,88,Голосіївський,"вул. Антоновича, 74","(50.426680003491555, 30.51383001288113)",610,3
28396,2,60,Печерський,"вул. Коновальця, 44а","(50.42280002051163, 30.537639982317415)",544,3
5000,1,36,Дарницький,"просп. Григоренка, 26а","(50.406240020136465, 30.6270100132688)",971,2
10000,1,42,Дніпровський,"вул. Каховська, 58","(50.46244001037556, 30.591509971111776)",1307,1
7000,2,47,Дніпровський,"просп. Гагаріна, 12/1","(50.44747001512323, 30.62894003029399)",1389,1
9000,1,24,Солом'янський,"вул. Гонгадзе, 41","(50.45000961197567, 30.420103035263796)",949,2
13000,2,71,Дарницький,"вул. Олександра Кошиця, 9б","(50.404390008377106, 30.64109001804195)",830,2
14000,2,55,Дарницький,"вул. Драгоманова, 23а","(50.40432999395037, 30.639369967691295)",753,2
7500,2,56,Дарницький,"вул. Вишняківська, 12","(50.395239987594664, 30.64650003362749)",807,2
15000,1,54,Дарницький,"вул. Драгоманова, 2б","(50.417720000454096, 30.632460010532498)",2126,2
7500,1,27,Шевченківський,"вул. Парково-Сирецька, 5б","(50.46741001795391, 30.44365001397378)",743,3
15500,1,50,Дніпровський,"вул. Сверстюка, 6в","(50.44594562539568, 30.607386044868896)",928,1
10000,2,45,Дніпровський,"просп. Павла Тичини, 9б","(50.42925002073369, 30.603540013825295)",2490,1
9500,1,38,Дарницький,"вул. Крушельницької, 3а","(50.463562898804724, 30.330425981695335)",1826,2
8000,2,48,Солом'янський,"вул. Героїв Севастополя, 32","(50.433279997870926, 30.421320037181175)",2811,2
6000,1,34,Святошинський,"вул. Михайла Котельникова, 89","(50.45023000820086, 30.35588000451955)",895,1
12000,1,35,Печерський,"вул. Руставелі, 25","(50.43800001518707, 30.51869998244507)",157,3
25000,3,138,Дарницький,"вул. Срібнокільська, 2а","(50.400220011547304, 30.62862000923073)",401,2
20000,3,85,Голосіївський,"вул. Фрометівська, 18а","(50.408130048474334, 30.509122788444685)",708,3
8500,1,25,Солом'янський,"вул. Березова, 46","(50.39831748492844, 30.463502639376376)",1908,2
5000,1,23,Дарницький,"вул. Волго-Донська, 75","(50.424009990144526, 30.67291996007455)",2298,2
13500,2,63,Дарницький,"вул. Софії Русової, 7","(50.38737000915566, 30.626350022212762)",1195,2
21000,3,100,Печерський,"бульв. Дружби Народів, 14-16","(50.413489989197586, 30.53760000063926)",666,3
13000,1,41,Подільський,"вул. Данченка, 34а","(50.4961869473755, 30.432034866758478)",2164,2
17500,3,90,Оболонський,"вул. Північна, 6","(50.527480016708125, 30.50398001936449)",635,2
8999,3,70,Оболонський,"вул. Малиновського, 27б","(50.505110016327876, 30.50530000147657)",662,2
17000,1,42,Шевченківський,"вул. Гоголівська, 27","(50.45187998584095, 30.494500003054043)",1155,3
14000,1,42,Дарницький,"вул. Ревуцького, 40в","(50.40396620831599, 30.650529710858052)",357,2
9000,2,48,Дарницький,"вул. Санаторна, 18","(50.42410001178462, 30.66194997665562)",2283,2
7500,1,34,Солом'янський,"вул. Солом'янська, 41/2","(50.42175001950085, 30.491840006081304)",2068,2
6500,1,32,Шевченківський,"вул. Щербаківського, 49в","(50.47419998816875, 30.403159973399312)",1715,3
6500,1,34,Оболонський,"просп. Героїв Сталінграда, 17а","(50.50378001784151, 30.509160035526918)",808,2
12000,1,50,Дарницький,"просп. Бажана, 12","(50.39740000000006, 30.63101000000006)",233,2
6000,1,32,Дніпровський,"вул. Тампере, 8","(50.44179001843639, 30.61456003720619)",1616,1
15000,2,78,Дніпровський,"вул. Окіпної, 8","(50.44900998028416, 30.590730035021323)",533,1
11000,2,50,Шевченківський,"вул. Турчина, 17","(50.48084998060057, 30.396880000083172)",2408,3
16499,3,98,Голосіївський,"вул. Голосіївська, 13","(50.40076001565939, 30.520599992256905)",494,3
10000,2,50,Солом'янський,"вул. Липківського, 39","(50.431869994118756, 30.474370024387895)",1488,2
7000,1,42,Оболонський,"вул. Йорданська, 11д","(50.497090001822016, 30.501099997433414)",456,2
14500,2,90,Святошинський,"просп. Перемоги, 131а","(50.45491145920346, 30.351774203014973)",941,1
12000,3,67,Оболонський,"вул. Калнишевського, 5","(50.52090998763262, 30.464360020339655)",2427,2
48678,2,75,Печерський,"вул. Маккейна, 7","(50.41573001091169, 30.530719966874784)",468,3
34481,2,74,Шевченківський,"вул. Глибочицька, 32б","(50.462099998473235, 30.49417998199081)",926,3
14900,2,55,Деснянський,"вул. Мілютенка, 17в","(50.47422002091736, 30.628629983695504)",1594,1
24500,3,84,Печерський,"вул. Омеляновича-Павленка, 11","(50.43738000580919, 30.54786003685922)",734,3
12000,1,43,Подільський,"вул. Тираспольська, 47","(50.48051674122696, 30.42654921486115)",491,2
5800,2,46,Дніпровський,"вул. Будівельників, 12","(50.445869993626076, 30.620359978927468)",1265,1
4300,1,20,Подільський,"вул. Межова, 12","(50.51330047250014, 30.43750342334879)",4097,2
14500,3,75,Печерський,"бульв. Дружби Народів, 18/7","(50.415110001533805, 30.53992002761919)",422,3
14000,2,68,Святошинський,"вул. Прилужна, 4/15","(50.460019987290735, 30.344859981138654)",1060,1
35000,2,80,Солом'янський,"вул. Липківського, 33а","(50.43242332157823, 30.477268295680375)",1308,2
8500,1,32,Шевченківський,"вул. Олени Теліги, 7","(50.46807998347472, 30.44631001094649)",599,3
6000,2,50,Деснянський,"просп. Лісовий, 11","(50.38615999761325, 30.707920021707167)",2580,1
6500,2,53,Оболонський,"вул. Кондратюка, 4","(50.525389989151336, 30.45839000980294)",2851,2
12000,2,65,Подільський,"вул. Полкова, 55","(50.490909982701254, 30.424780002992975)",1620,2
16000,2,45,Печерський,"вул. Чигоріна, 59","(50.42193999533632, 30.539100026031548)",574,3
14999,3,85,Дарницький,"вул. Княжий Затон, 14б","(50.401919987239836, 30.616370025377904)",706,2
18500,1,48,Дніпровський,"Дніпровська наб., 18а","(50.39877609614221, 30.615205287675316)",355,1
8900,2,50,Деснянський,"вул. Курчатова, 13","(50.47874000411423, 30.62983002077314)",1936,1
24339,2,86,Печерський,"вул. Тютюнника, 37/1","(50.42118000817541, 30.52634000337048)",394,3
22000,3,105,Шевченківський,"вул. Дмитрівська, 15-17","(50.44982000740703, 30.490999971745083)",916,3
5000,1,30,Святошинський,"вул. Зодчих, 18","(50.415559984005796, 30.38036002329568)",4610,1
37000,3,90,Дніпровський,"Дніпровська наб., 18а","(50.39877609614221, 30.615205287675316)",355,1
28396,1,60,Печерський,"вул. Драгомирова, 15","(50.40879000463002, 30.544940033249986)",1009,3
8500,2,48,Шевченківський,"вул. Студентська, 12/14","(50.458704002208236, 30.489068622134468)",699,3
24339,5,140,Шевченківський,"вул. Некрасовська, 6","(50.45525001383166, 30.497529977232944)",1336,3
7500,1,38,Шевченківський,"вул. Коперніка, 16б","(50.45756999890207, 30.476199961489158)",646,3
13800,1,35,Оболонський,"просп. Оболонський, 9","(50.50583999627543, 30.497350017771765)",557,2
25000,2,78,Шевченківський,"вул. Сікорського, 4б","(50.46552999898117, 30.4298399903019)",1100,3
44622,2,50,Печерський,"вул. Маккейна, 7","(50.41573001091169, 30.530719966874784)",468,3
30000,3,110,Шевченківський,"вул. Назарівська, 11","(50.44294001555207, 30.500170025276105)",449,3
48678,3,70,Голосіївський,"вул. Деміївська, 33","(50.402279989981224, 30.51028002542921)",519,3
9000,2,80,Голосіївський,"просп. Науки, 54б","(50.38377372846979, 30.53167882194699)",2165,3
36509,2,65,Дніпровський,"вул. Окіпної, 18","(50.44753159021941, 30.590950833610915)",617,1
15000,2,50,Печерський,"вул. Тютюнника, 32","(50.420969999591335, 30.5249099668697)",290,3
30000,3,120,Печерський,"вул. Шовковична, 36/7","(50.44148001374745, 30.52838996543008)",533,3
16999,2,60,Печерський,"вул. Драгомирова, 2","(50.41381001026082, 30.545990034260768)",470,3
13000,3,62,Голосіївський,"просп. Голосіївський, 120","(50.384318283588726, 30.484711593677865)",595,3
6999,2,46,Дніпровський,"бульв. Верховної Ради, 3а","(50.44757001122812, 30.611940021911607)",986,1
10500,1,38,Оболонський,"вул. Калнишевського, 14","(50.52379998402847, 30.46708003173913)",2224,2
12000,2,56,Голосіївський,"вул. Саксаганського, 67","(50.43656000422155, 30.505560008113065)",873,3
29000,1,50,Дарницький,"просп. Бажана, 1а","(50.39740000000006, 30.63101000000006)",233,2
19998,3,120,Печерський,"вул. Коновальця, 32б","(50.426599998225726, 30.53245996615499)",454,3
17500,2,60,Подільський,"вул. Данченка, 28","(50.4961869473755, 30.432034866758478)",2164,2
24000,1,43,Печерський,"вул. Шовковична, 7а","(50.44501998482505, 30.534559968176552)",518,3
19500,3,90,Подільський,"вул. Тираспольська, 47","(50.48051674122696, 30.42654921486115)",491,2
8000,1,34,Дніпровський,"Дніпровська наб., 9","(50.42398999930546, 30.593720027522068)",2773,1
30424,2,53,Шевченківський,"вул. Білоруська, 36а","(50.46552999898117, 30.472909980673762)",678,3
20000,2,58,Голосіївський,"вул. Саксаганського, 45","(50.43572998625959, 30.510399970463652)",593,3
11990,3,83,Дарницький,"вул. Бориспільська, 49","(50.421549985381574, 30.70654002516835)",1479,2
19000,2,48,Голосіївський,"вул. Велика Васильківська, 102","(50.426100017701316, 30.51692000148674)",651,3
8500,1,38,Шевченківський,"вул. Златоустівська, 23","(50.45020000098748, 30.48783001978316)",943,3
9000,2,45,Дніпровський,"вул. Карбишева, 18б","(50.49121001292542, 30.60849003056458)",3811,1
15000,1,46,Дарницький,"вул. Ахматової, 22","(50.40826001689223, 30.624670037359323)",1249,2
20000,1,48,Солом'янський,"вул. Липківського, 16в","(50.43552999404983, 30.487219984870052)",695,2
16500,2,80,Шевченківський,"просп. Перемоги, 80/57","(50.458459989381225, 30.423739976446967)",342,3
16000,1,45,Подільський,"вул. Вишгородська, 45б/1","(50.509979985891846, 30.449430006765482)",3453,2
38000,2,55,Печерський,"вул. Предславинська, 55а","(50.416921573182414, 30.52582910236504)",411,3
9000,1,37,Подільський,"вул. Данченка, 28","(50.4961869473755, 30.432034866758478)",2164,2
7800,2,43,Дніпровський,"бульв. Дарницький, 4а","(50.460540000563725, 30.617209975895094)",530,1
6500,1,30,Дарницький,"Харківське ш., 176в","(50.41023999006032, 30.665169968579505)",725,2
8000,2,70,Дніпровський,"вул. Райдужна, 10","(50.491590006505874, 30.58246003025326)",4495,1
8000,2,54,Подільський,"просп. Правди, 31","(50.50308000000007, 30.436690000000056)",2963,2
11000,1,45,Подільський,"вул. Бакинська, 37г","(50.484040007220614, 30.452029989311484)",1223,2
10000,1,36,Подільський,"вул. Введенська, 32","(50.471140006776494, 30.511179990373165)",582,2
10500,1,34,Солом'янський,"вул. Солом'янська, 41","(50.42108998653529, 30.491319992808315)",2101,2
12000,1,24,Печерський,"вул. Коновальця, 36е","(50.427616391190924, 30.533454245514356)",368,3
5000,1,35,Дніпровський,"вул. Івана Микитенка, 25","(50.48717999387867, 30.60564999031166)",3471,1
10000,2,56,Дарницький,"вул. Ялтинська, 5б","(50.430459990366586, 30.65357997578269)",3106,2
28000,3,130,Печерський,"вул. Старонаводницька, 6б","(50.42797999476454, 30.546469982036598)",557,3
7999,1,47,Голосіївський,"Феодосійський пров., 14","(50.40291999019817, 30.5316699717807)",1021,3
12000,2,44,Солом'янський,"вул. Липківського, 11","(50.43403998503183, 30.486820000450507)",864,2
30424,3,85,Шевченківський,"вул. Миколи Пимоненка, 19","(50.4604426970221, 30.492686754095914)",849,3
13000,2,76,Дарницький,"вул. Чавдар, 3","(50.39348000000007, 30.62098000000003)",453,2
9000,1,37,Дарницький,"вул. Крушельницької, 15в","(50.463470635116366, 30.329120945227203)",1919,2
15999,3,71,Оболонський,"вул. Північна, 48а","(50.52669999679861, 30.51232998748884)",1068,2
15000,3,80,Шевченківський,"вул. Лук'янівська, 63","(50.463729985274256, 30.497469962806207)",1167,3
10000,1,39,Оболонський,"просп. Героїв Сталінграда, 59","(50.5240399998259, 30.514459996723787)",1142,2
18000,2,82,Шевченківський,"вул. Чорновола, 25","(50.452749985481034, 30.484659984002207)",1107,3
5000,1,30,Дніпровський,"вул. Миколи Кибальчича, 21","(50.49387000989816, 30.60412004152505)",4211,1
7500,1,42,Святошинський,"вул. Олевська, 7","(50.47974998153734, 30.344629981715514)",1665,1
6500,1,40,Оболонський,"вул. Тимошенка, 12","(50.51135000796586, 30.494669988050447)",240,2
12000,1,47,Дарницький,"вул. Драгоманова, 6/1","(50.41598000117389, 30.634439983700616)",1931,2
12000,1,46,Оболонський,"вул. Кондратюка, 5","(50.52610999463411, 30.459860027981847)",2756,2
7000,1,30,Дарницький,"вул. Ялтинська, 8","(50.429354935260825, 30.652235759070066)",3019,2
16000,1,42,Голосіївський,"вул. Володі Дубініна, 2а","(50.390210007499064, 30.497120018348625)",652,3
15000,4,80,Дніпровський,"вул. Миропільська, 3","(50.463950010232594, 30.626789988310435)",515,1
23325,2,78,Голосіївський,"вул. Саперно-Слобідська, 10","(50.4040199892614, 30.530949966297925)",953,3
15000,3,108,Солом'янський,"просп. Лобановського, 18","(50.42036000658774, 30.470210002022895)",2710,2
20000,3,70,Шевченківський,"вул. Малопідвальна, 21/8","(50.44944998829135, 30.517329960371057)",282,3
9500,1,42,Оболонський,"вул. Автозаводська, 5а","(50.49950000853255, 30.458999960897017)",2820,2
24339,1,47,Печерський,"Кловський узвіз, 14/24","(50.438180016557766, 30.537560018961102)",452,3
9000,2,45,Печерський,"бульв. Приймаченко, 6а","(50.418739994251524, 30.543410000644343)",108,3
17000,1,56,Солом'янський,"вул. Липківського, 37б","(50.43223314469054, 30.47525599932707)",1416,2
12000,3,68,Голосіївський,"вул. Якубовського, 5","(50.381089993930004, 30.45359002913051)",1253,3
12000,3,82,Дарницький,"вул. Урлівська, 7","(50.40519999359046, 30.62100002105393)",1137,2
5800,2,46,Святошинський,"бульв. Кольцова, 15а","(50.41950999778672, 30.38001996948384)",4178,1
11000,3,69,Шевченківський,"просп. Перемоги, 27","(50.44972998576691, 30.469169975476888)",212,3
34481,1,45,Печерський,ЖК Французький квартал 2,"(50.41393000000005, 30.527150000000063)",145,3
9000,2,52,Дарницький,"вул. Степана Олійника, 5","(50.40797000304235, 30.645599984864532)",922,2
12000,2,89,Святошинський,"вул. Олевська, 5","(50.47969000902012, 30.343309999603463)",1705,1
12000,1,51,Дніпровський,"вул. Воскресенська, 14б","(50.46877999811841, 30.60314002940578)",1564,1
10000,2,45,Солом'янський,"вул. Волинська, 22","(50.425560013589234, 30.447279964781956)",3122,2
9500,1,55,Оболонський,"Балтійський пров., 3","(50.49612700375981, 30.465009701543778)",2448,2
8500,1,38,Дарницький,"вул. Бориса Гмирі, 16","(50.390859982180814, 30.630250037941266)",896,2
5000,2,52,Деснянський,"вул. Закревського, 27/2","(50.499830004060556, 30.607199971846853)",4734,1
6500,2,42,Солом'янський,"вул. Метробудівська, 6а","(50.441869981792706, 30.410850034286653)",1929,2
18000,3,102,Святошинський,"вул. Львівська, 22а","(50.455380017149906, 30.374429994437122)",674,1
12000,1,50,Голосіївський,"просп. Науки, 30","(50.3971799790846, 30.530609996305145)",1252,3
28396,2,55,Печерський,"вул. Драгомирова, 12","(50.41284998898061, 30.54567998766231)",568,3
